English,French,eng_len,fr_len
"After each incident of improper use of this money, and certainly after fraud, the call for stricter control is more pronounced.","Après chaque utilisation impropre de cet argent et sûrement en cas de fraude, on entend comme une clameur la revendication de contrôles plus sévères.",20,23
"Mr President, the Commissioner said that Turkey has signed the non-proliferation treaty, it has signed the nuclear safety treaties: why should there be any doubt at all but that Turkey's nuclear plant should not be just as safe as any in the Community, and would the Commissioner be prepared to take a rather more robust position with Mr Souladakis on this matter?","Monsieur le Président, le Commissaire a déclaré que la Turquie a signé le Traité de non prolifération et les traités sur la sécurité nucléaire ; pourquoi devrait-il y avoir le moindre doute quant au fait que les centrales nucléaires turques soient aussi sûres que n'importe quelle centrale de la Communauté ? Et le Commissaire serait-il prêt à adopter une position plus ferme avec M. Souladakis en la matière ?",61,68
All this will be managed with the help of modern technology in any area of the European Union.,"Avec les techniques actuelles, tout cela peut se faire n'importe où dans l'Union européenne.",17,13
I am very anxious that we should strengthen our relationship with them.,Je suis très désireux de renforcer nos relations avec elles.,11,9
He is happy to hear what our demands are and is quite prepared to be flexible if he considers it necessary.,"M. Kinnock est disposé à entendre nos attentes, mais est tout aussi prêt à s' en écarter s' il le juge utile.",20,21
"For example, the work of the EU unit located in Dublin has shown that physical distance is no barrier these days to communication and having an effective influence on matters.","Par exemple, l'action de l'unité de l'UE établie à Dublin a montré qu'une distance physique ne constitue plus un obstacle à l'efficacité et à l'établissement de contacts.",29,26
What Parliament needs to do as a matter of urgency though - and this is why we intend to vote for recital 1 without these recommendations - is to send out a clear political signal to the Commission and Council that we want to see a clear legislative act put an end to this disorderly state of affairs.,"Néanmoins, ce qui est absolument indispensable - et c'est pourquoi nous voterons le point 1 sans ces recommandations, c'est que le Parlement signale clairement à la Commission et au Conseil qu'il entend mettre un terme, via un acte juridique clair, à la situation qui s'est développée.",57,45
"Furthermore, the idea of obtaining resources to apply them to the more economically needy countries presents such complexity, when we consider their application in practice, that it appears simply impossible.","De plus, l'idée d'obtenir des ressources afin de les utiliser pour des pays économiquement plus nécessiteux est tellement complexe, lorsqu'on pense à son application dans la pratique, qu'elle est tout bonnement impossible.",29,31
"No tanker or freighter fit only for the scrap heap must ever put into any harbour within the European Union again. All those involved, including the transport agent, are responsible for any ensuing damage, and these individuals are to provide satisfactory assurances.","Sans prétendre à l'exhaustivité, celle-ci garantirait au moins trois points : aucun cargo ou pétrolier ne pourra plus mouiller dans un port de l'Union européenne s'il est bon pour la casse ; toutes les personnes concernées, y compris l'affréteur du transport, sont responsables des dégâts qui peuvent survenir ; et ces personnes doivent contracter des assurances suffisantes.",41,56
"The wind triumphed over electricity pylons, roofs, traffic signs and, ultimately over the forest.","Le vent a vaincu les pylônes électriques, les toitures, les panneaux de signalisation et, enfin, la forêt.",13,16
"In other words, do we have ways of checking what is happening with this government policy in Greece?","Avons-nous, par conséquent, la possibilité de contrôler plus ou moins les effets de cette politique du gouvernement grec ?",17,18
